Created at,Shop,Product category,Description,Billed amount,Billed currency,Bill number,Bill date,Cycle start,Cycle end,App name
2025-05-26T01:01:33Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,9.31,USD,373610025,2025-06-01,2025-05-26,2025-05-26,
2025-05-26T01:01:33Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,5.8,USD,370983146,2025-05-26,2025-05-26,2025-05-26,
2025-05-26T01:01:33Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,9.31,USD,370983146,2025-05-26,2025-05-26,2025-05-26,
2025-05-26T01:01:33Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,6.34,USD,370983146,2025-05-26,2025-05-26,2025-05-26,
2025-05-26T01:01:33Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,4.84,USD,370983146,2025-05-26,2025-05-26,2025-05-26,
2025-05-26T01:01:33Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,5.09,USD,370983146,2025-05-26,2025-05-26,2025-05-26,
2025-05-26T01:01:33Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,5.8,USD,370983146,2025-05-26,2025-05-26,2025-05-26,
2025-05-26T01:01:33Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,6.21,USD,370983146,2025-05-26,2025-05-26,2025-05-26,
2025-05-26T01:01:33Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,5.14,USD,370983146,2025-05-26,2025-05-26,2025-05-26,
2025-05-26T01:01:32Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,10.0,USD,370983146,2025-05-26,2025-05-26,2025-05-26,
2025-05-26T01:01:32Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,5.21,USD,370983146,2025-05-26,2025-05-26,2025-05-26,
2025-05-26T01:01:32Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,9.31,USD,370983145,2025-05-26,2025-05-26,2025-05-26,
2025-05-26T01:01:32Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,4.41,USD,370983145,2025-05-26,2025-05-26,2025-05-26,
2025-05-26T01:01:32Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,5.31,USD,370983145,2025-05-26,2025-05-26,2025-05-26,
2025-05-19T14:27:31Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,4.33,USD,370983145,2025-05-26,2025-05-19,2025-05-19,
2025-05-18T22:21:02Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,5.31,USD,370983145,2025-05-26,2025-05-18,2025-05-18,
2025-05-18T22:21:01Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,6.34,USD,370983145,2025-05-26,2025-05-18,2025-05-18,
2025-05-18T22:21:01Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,5.8,USD,370983145,2025-05-26,2025-05-18,2025-05-18,
2025-05-18T22:21:01Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,5.21,USD,370983145,2025-05-26,2025-05-18,2025-05-18,
2025-05-18T22:21:01Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,6.57,USD,370983145,2025-05-26,2025-05-18,2025-05-18,
2025-05-18T22:21:01Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,5.49,USD,370983145,2025-05-26,2025-05-18,2025-05-18,
2025-05-18T22:21:01Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,4.57,USD,370983145,2025-05-26,2025-05-18,2025-05-18,
2025-05-18T22:21:01Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,6.34,USD,370983145,2025-05-26,2025-05-18,2025-05-18,
2025-05-17T18:23:02Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,4.44,USD,370983145,2025-05-26,2025-05-17,2025-05-17,
2025-05-11T19:45:00Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,47.65,USD,370983145,2025-05-26,2025-05-11,2025-05-11,
2025-05-11T19:36:00Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,47.65,USD,364796184,2025-05-11,2025-05-11,2025-05-11,
2025-05-11T19:36:00Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,5.21,USD,364796184,2025-05-11,2025-05-11,2025-05-11,
2025-05-11T19:36:00Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,4.33,USD,364796184,2025-05-11,2025-05-11,2025-05-11,
2025-05-11T19:36:00Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,5.14,USD,364796184,2025-05-11,2025-05-11,2025-05-11,
2025-05-05T06:45:59Z,bt1hfe-te.myshopify.com,subscription_fee,Subscription,39.0,USD,362543595,2025-05-05,2025-05-05,2025-06-04,
2025-05-05T00:11:00Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,8.55,USD,362543595,2025-05-05,2025-05-05,2025-05-05,
2025-05-05T00:10:00Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,8.55,USD,362543595,2025-05-05,2025-05-05,2025-05-05,
2025-05-05T00:08:00Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,8.32,USD,362543595,2025-05-05,2025-05-05,2025-05-05,
2025-05-01T22:41:30Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,8.98,USD,361233109,2025-05-01,2025-05-01,2025-05-01,
2025-04-27T23:53:30Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,5.31,USD,361233109,2025-05-01,2025-04-27,2025-04-27,
2025-04-27T22:00:30Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,9.63,USD,361233109,2025-05-01,2025-04-27,2025-04-27,
2025-04-27T22:00:30Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,12.58,USD,361233109,2025-05-01,2025-04-27,2025-04-27,
2025-04-27T22:00:30Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,12.58,USD,361233109,2025-05-01,2025-04-27,2025-04-27,
2025-04-27T22:00:30Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,7.11,USD,361233109,2025-05-01,2025-04-27,2025-04-27,
2025-04-16T13:27:31Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,6.14,USD,361233109,2025-05-01,2025-04-16,2025-04-16,
2025-04-13T14:06:34Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,4.51,USD,353728149,2025-04-13,,,
2025-04-13T14:06:33Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,3.05,USD,353728148,2025-04-13,,,
2025-04-13T14:06:33Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,4.51,USD,353728147,2025-04-13,,,
2025-04-13T14:06:33Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,10.09,USD,353728146,2025-04-13,,,
2025-04-13T14:06:33Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,3.05,USD,353728145,2025-04-13,,,
2025-04-13T14:06:33Z,bt1hfe-te.myshopify.com,shipping_fee,Shipping fees,8.98,USD,353728144,2025-04-13,,,
2025-04-05T06:55:43Z,bt1hfe-te.myshopify.com,subscription_fee,Subscription,39.0,USD,350593804,2025-04-05,2025-04-05,2025-05-05,
2025-03-06T07:19:04Z,bt1hfe-te.myshopify.com,subscription_fee,Subscription,1.0,USD,338593810,2025-03-06,2025-03-06,2025-04-05,
